base64_url,route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color,route_sort_order,continuous_pickup,continuous_drop_off,network_id
aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,610,WH,610,Fairlands,,3,,FF4F4F,FFFFFF,,,,
aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,607,WH,607,Laguna Oaks,,3,,FF4F4F,FFFFFF,,,,
aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,502,WH,502,Emerald Glen,,3,,FF4F4F,FFFFFF,,,,
aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,54,WH,54,Hacienda,,3,,663300,FFFFFF,,,,
aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,10R,WH,10R,Pleasanton - Livermore via Stanley,,3,,FF0000,FFFFFF,,,,
aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,18,WH,18,Granada,,3,,FF8000,FFFFFF,,,,
aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,4,WH,4,Central Dublin,,3,,00FF00,FFFFFF,,,,
aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,201,WH,201,Emerald High,,3,,FF0000,FFFFFF,,,,
aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,2,WH,2,East Dublin,,3,,0AC90A,FFFFFF,,,,
aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,70X,WH,70X,Pleasant Hill,,3,,336600,FFFFFF,,,,
aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,604,WH,604,Fairlands,,3,,FF4F4F,FFFFFF,,,,
aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,605,WH,605,Fairlands,,3,,FF4F4F,FFFFFF,,,,
aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,14,WH,14,Pleasanton - Livermore via Outlets,,3,,800080,FFFFFF,,,,
aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1XSA==,611,WH,611,Ruby Hill,,3,,FF4F4F,FFFFFF,,,,
aHR0cHM6Ly9hcGkudHJhbnNsb2MuY29tL2d0ZnMvdWNpLnppcA==,2,,M,Line,,3,,12E32B,000000,,,,
aHR0cHM6Ly9hcGkudHJhbnNsb2MuY29tL2d0ZnMvdWNpLnppcA==,125516,,H,Line,,3,,14B3C4,,,,,
aHR0cHM6Ly9hcGkudHJhbnNsb2MuY29tL2d0ZnMvdWNpLnppcA==,125515,,E,Line,,3,,9E4DEF,,,,,
aHR0cHM6Ly9hcGkudHJhbnNsb2MuY29tL2d0ZnMvdWNpLnppcA==,4,,EM,Emergency Management,,3,,98C9E1,000000,,,,
aHR0cHM6Ly9hcGkudHJhbnNsb2MuY29tL2d0ZnMvdWNpLnppcA==,3,,A,Line,,3,,FBF140,000000,,,,
aHR0cHM6Ly9hcGkudHJhbnNsb2MuY29tL2d0ZnMvdWNpLnppcA==,1,,N,Line,,3,,F77A2D,000000,,,,
aHR0cHM6Ly9hcGkudHJhbnNsb2MuY29tL2d0ZnMvdnZ0YS56aXA=,64,,64,Hesperia Post Office - Super Target,,3,,F1B434,000000,,,,
aHR0cHM6Ly9hcGkudHJhbnNsb2MuY29tL2d0ZnMvdnZ0YS56aXA=,40,,40,Apple Valley Post Office - Walmart,,3,,FF9D47,000000,,,,
aHR0cHM6Ly9hcGkudHJhbnNsb2MuY29tL2d0ZnMvdnZ0YS56aXA=,22,,22,VVTC - Helendale,,3,,44D62C,000000,,,,
aHR0cHM6Ly9hcGkudHJhbnNsb2MuY29tL2d0ZnMvdnZ0YS56aXA=,111,,111,Barstow - Fort Irwin,,3,,F4DA40,,,,,
aHR0cHM6Ly9hcGkudHJhbnNsb2MuY29tL2d0ZnMvdnZ0YS56aXA=,50,,50,VVTC - Hesperia Post Office,,3,,E0E721,000000,,,,
aHR0cHM6Ly9hcGkudHJhbnNsb2MuY29tL2d0ZnMvdnZ0YS56aXA=,32,,32,VVTC - North Adelanto,,3,,8B84D7,000000,,,,
aHR0cHM6Ly9hcGkudHJhbnNsb2MuY29tL2d0ZnMvdnZ0YS56aXA=,47,,47,Apple Valley Post Office - Bear Valley + Navajo,,3,,FF6A39,000000,,,,
aHR0cHM6Ly9hcGkudHJhbnNsb2MuY29tL2d0ZnMvdnZ0YS56aXA=,53,,53,Victor Valley College - Victor Valley Mall,,3,,85ADFF,000000,,,,
aHR0cHM6Ly9hcGkudHJhbnNsb2MuY29tL2d0ZnMvdnZ0YS56aXA=,3,,3,Barstow City Hall - Lenwood,,3,,FF9D47,000000,,,,
aHR0cHM6Ly9hcGkudHJhbnNsb2MuY29tL2d0ZnMvdnZ0YS56aXA=,114,,114,Hesperia - Fort Irwin,,3,,F8A3BC,,,,,
aHR0cHM6Ly9hcGkudHJhbnNsb2MuY29tL2d0ZnMvdnZ0YS56aXA=,20,,20,Hesperia Super Target - Pinon Hills,,3,,2CD5C4,,,,,
aHR0cHM6Ly9hcGkudHJhbnNsb2MuY29tL2d0ZnMvdnZ0YS56aXA=,33,,33,Hwy 395 + Palmdale Rd - Air Expressway + Hwy 395,,3,,97D700,000000,,,,
aHR0cHM6Ly9hcGkudHJhbnNsb2MuY29tL2d0ZnMvdnZ0YS56aXA=,27,,27,Barstow - Hinkley,,3,,FF3EB5,000000,,,,
aHR0cHM6Ly9hcGkudHJhbnNsb2MuY29tL2d0ZnMvdnZ0YS56aXA=,55,,55,VVTC - Victor Valley College,,3,,FB637E,000000,,,,
aHR0cHM6Ly9hcGkudHJhbnNsb2MuY29tL2d0ZnMvdnZ0YS56aXA=,31,,31,VVTC - Adelanto,,3,,F3D03E,000000,,,,
aHR0cHM6Ly9hcGkudHJhbnNsb2MuY29tL2d0ZnMvdnZ0YS56aXA=,28,,28,Barstow - Helendale,,3,,BFB800,000000,,,,
aHR0cHM6Ly9hcGkudHJhbnNsb2MuY29tL2d0ZnMvdnZ0YS56aXA=,56,,56,VVTC - Lorene + 7th,,3,,2AD2C9,000000,,,,
aHR0cHM6Ly9hcGkudHJhbnNsb2MuY29tL2d0ZnMvdnZ0YS56aXA=,66,,66,Hesperia East Deviation,,3,,2CD5C4,000000,,,,
aHR0cHM6Ly9hcGkudHJhbnNsb2MuY29tL2d0ZnMvdnZ0YS56aXA=,29,,29,Barstow - Newberry Springs,,3,,CAA2DD,000000,,,,
aHR0cHM6Ly9hcGkudHJhbnNsb2MuY29tL2d0ZnMvdnZ0YS56aXA=,15,,15,Barstow - Victorville - San Benrardino,,3,,F93822,FFFFFF,,,,
aHR0cHM6Ly9hcGkudHJhbnNsb2MuY29tL2d0ZnMvdnZ0YS56aXA=,41,,41,Apple Valley Post Office - VVTC,,3,,FFA8BA,000000,,,,
aHR0cHM6Ly9hcGkudHJhbnNsb2MuY29tL2d0ZnMvdnZ0YS56aXA=,23,,23,Apple Valley Post Office - Lucerne Valley,,3,,2AD2C9,000000,,,,
aHR0cHM6Ly9hcGkudHJhbnNsb2MuY29tL2d0ZnMvdnZ0YS56aXA=,52,,52,VVTC - Victor Valley Mall,,3,,FF9D47,000000,,,,
aHR0cHM6Ly9hcGkudHJhbnNsb2MuY29tL2d0ZnMvdnZ0YS56aXA=,21,,21,Hesperia Super Target - Wrightwood,,3,,FB637E,000000,,,,
aHR0cHM6Ly9hcGkudHJhbnNsb2MuY29tL2d0ZnMvdnZ0YS56aXA=,1,,1,Barstow City Hall - Walmart,,3,,2AD2C9,000000,,,,
aHR0cHM6Ly9hcGkudHJhbnNsb2MuY29tL2d0ZnMvdnZ0YS56aXA=,43,,43,Apple Valley Post Office - Victor Valley College,,3,,97D700,000000,,,,
aHR0cHM6Ly9hcGkudHJhbnNsb2MuY29tL2d0ZnMvdnZ0YS56aXA=,49,,49,Apple Valley Post Office - Victor Valley Mall,,3,,D8AE15,,,,,
aHR0cHM6Ly9hcGkudHJhbnNsb2MuY29tL2d0ZnMvdnZ0YS56aXA=,6,,6,Barstow City Hall - Rimrcok + N St,,3,,F4DA40,000000,,,,
aHR0cHM6Ly9hcGkudHJhbnNsb2MuY29tL2d0ZnMvdnZ0YS56aXA=,68,,68,Hesperia Post Office - Super Target,,3,,F7B8FF,000000,,,,
aHR0cHM6Ly9hcGkudHJhbnNsb2MuY29tL2d0ZnMvdnZ0YS56aXA=,2,,2,Barstow City Hall - Barstow College,,3,,97D700,000000,,,,
aHR0cHM6Ly9hcGkudHJhbnNsb2MuY29tL2d0ZnMvdnZ0YS56aXA=,42,,42,Victor Valley College - Safety Training Center,,3,,49D9FD,,,,,
aHR0cHM6Ly9hdmwueWN0ZC5vcmcvcmVhbHRpbWUvZ29vZ2xlX3RyYW5zaXQuemlw,41,d139e461-175c-4156-beb0-e6a23b64d978,41,ROUTE 41,WEST SACRAMENTO LOCAL - 41,3,,6F308E,000000,,,,
aHR0cHM6Ly9hdmwueWN0ZC5vcmcvcmVhbHRpbWUvZ29vZ2xlX3RyYW5zaXQuemlw,240,d139e461-175c-4156-beb0-e6a23b64d978,240,ROUTE 240,WEST SACRAMENTO SHUTTLE - 240,3,,6F308E,000000,,,,
aHR0cHM6Ly9hdmwueWN0ZC5vcmcvcmVhbHRpbWUvZ29vZ2xlX3RyYW5zaXQuemlw,43R,d139e461-175c-4156-beb0-e6a23b64d978,43R,ROUTE 43-R,DAVIS EXPRESS - 43-R,3,,0054A3,FFFFFF,,,,
aHR0cHM6Ly9hdmwueWN0ZC5vcmcvcmVhbHRpbWUvZ29vZ2xlX3RyYW5zaXQuemlw,37,d139e461-175c-4156-beb0-e6a23b64d978,37,ROUTE 37,SOUTHPORT TO DOWNTOWN,3,,18468F,FFFFFF,,,,
aHR0cHM6Ly9hdmwueWN0ZC5vcmcvcmVhbHRpbWUvZ29vZ2xlX3RyYW5zaXQuemlw,44,d139e461-175c-4156-beb0-e6a23b64d978,44,ROUTE 44,SACRAMENTO/DAVIS EXPRESS - 44,3,,EF4034,000000,,,,
aHR0cHM6Ly9hdmwueWN0ZC5vcmcvcmVhbHRpbWUvZ29vZ2xlX3RyYW5zaXQuemlw,212,d139e461-175c-4156-beb0-e6a23b64d978,212,ROUTE 212,EAST WOODLAND LOCAL - 212,3,,F08434,000000,,,,
aHR0cHM6Ly9hdmwueWN0ZC5vcmcvcmVhbHRpbWUvZ29vZ2xlX3RyYW5zaXQuemlw,42B,d139e461-175c-4156-beb0-e6a23b64d978,42B,ROUTE 42B,INTERCITY COUNTER-CLOCKWISE 42B,3,,008751,000000,,,,
aHR0cHM6Ly9hdmwueWN0ZC5vcmcvcmVhbHRpbWUvZ29vZ2xlX3RyYW5zaXQuemlw,42A,d139e461-175c-4156-beb0-e6a23b64d978,42A,ROUTE 42A,INTERCITY CLOCKWISE - 42A,3,,17468F,FFFFFF,,,,
aHR0cHM6Ly9hdmwueWN0ZC5vcmcvcmVhbHRpbWUvZ29vZ2xlX3RyYW5zaXQuemlw,138,d139e461-175c-4156-beb0-e6a23b64d978,138,Causeway Connection,Causeway Connection Davis-Sacramento Express,3,,DC143C,000000,,,,
aHR0cHM6Ly9hdmwueWN0ZC5vcmcvcmVhbHRpbWUvZ29vZ2xlX3RyYW5zaXQuemlw,230,d139e461-175c-4156-beb0-e6a23b64d978,230,ROUTE 230,DAVIS EXPRESS,3,,0054A3,FFFFFF,,,,
aHR0cHM6Ly9hdmwueWN0ZC5vcmcvcmVhbHRpbWUvZ29vZ2xlX3RyYW5zaXQuemlw,45,d139e461-175c-4156-beb0-e6a23b64d978,45,ROUTE 45,SAC WOODLAND EXPRESS - 45,3,,EF4135,000000,,,,
aHR0cHM6Ly9hdmwueWN0ZC5vcmcvcmVhbHRpbWUvZ29vZ2xlX3RyYW5zaXQuemlw,40,d139e461-175c-4156-beb0-e6a23b64d978,40,ROUTE 40,WEST SACRAMENTO LOCAL - 40,3,,6F308E,000000,,,,
aHR0cHM6Ly9hdmwueWN0ZC5vcmcvcmVhbHRpbWUvZ29vZ2xlX3RyYW5zaXQuemlw,215,d139e461-175c-4156-beb0-e6a23b64d978,215,ROUTE 215,WB to Cache Creek  EB to Woodland,3,,F27935,000000,,,,
aHR0cHM6Ly9hdmwueWN0ZC5vcmcvcmVhbHRpbWUvZ29vZ2xlX3RyYW5zaXQuemlw,211,d139e461-175c-4156-beb0-e6a23b64d978,211,ROUTE 211,WEST WOODLAND LOCAL - 211,3,,1B559E,000000,,,,
aHR0cHM6Ly9hdmwueWN0ZC5vcmcvcmVhbHRpbWUvZ29vZ2xlX3RyYW5zaXQuemlw,43,d139e461-175c-4156-beb0-e6a23b64d978,43,ROUTE 43,DAVIS EXPRESS - 43,3,,EF4034,000000,,,,
aHR0cHM6Ly9jYXR0cmFja3MucmlkZXN5c3RlbXMubmV0L1NlY3VyZS9BZG1pbi9SZXBvcnRzL0dURlNEb3dubG9hZC5hc3B4,TL-45,,,C2,,3,,8a008a,,3,,,
aHR0cHM6Ly9jYXR0cmFja3MucmlkZXN5c3RlbXMubmV0L1NlY3VyZS9BZG1pbi9SZXBvcnRzL0dURlNEb3dubG9hZC5hc3B4,TL-51,,,E2,,3,,a80000,,5,,,
aHR0cHM6Ly9jYXR0cmFja3MucmlkZXN5c3RlbXMubmV0L1NlY3VyZS9BZG1pbi9SZXBvcnRzL0dURlNEb3dubG9hZC5hc3B4,TL-42,,,Yosemite Express,,3,,e07d04,,9,,,
aHR0cHM6Ly9jYXR0cmFja3MucmlkZXN5c3RlbXMubmV0L1NlY3VyZS9BZG1pbi9SZXBvcnRzL0dURlNEb3dubG9hZC5hc3B4,TL-50,,,E1,,3,,008f4c,,4,,,
aHR0cHM6Ly9jYXR0cmFja3MucmlkZXN5c3RlbXMubmV0L1NlY3VyZS9BZG1pbi9SZXBvcnRzL0dURlNEb3dubG9hZC5hc3B4,TL-44,,,C1,,3,,0012b8,,2,,,
aHR0cHM6Ly9jYXR0cmFja3MucmlkZXN5c3RlbXMubmV0L1NlY3VyZS9BZG1pbi9SZXBvcnRzL0dURlNEb3dubG9hZC5hc3B4,TL-47,,,FastCat,,3,,1960cc,,6,,,
aHR0cHM6Ly9jYXR0cmFja3MucmlkZXN5c3RlbXMubmV0L1NlY3VyZS9BZG1pbi9SZXBvcnRzL0dURlNEb3dubG9hZC5hc3B4,TL-52,,,Yosemite Express -NEW,,3,,e07d04,,2100,,,
aHR0cHM6Ly9jYXR0cmFja3MucmlkZXN5c3RlbXMubmV0L1NlY3VyZS9BZG1pbi9SZXBvcnRzL0dURlNEb3dubG9hZC5hc3B4,TL-48,,,FastCat 2,,3,,1960cc,,7,,,
aHR0cHM6Ly9jYXR0cmFja3MucmlkZXN5c3RlbXMubmV0L1NlY3VyZS9BZG1pbi9SZXBvcnRzL0dURlNEb3dubG9hZC5hc3B4,TL-49,,,BobCat Express,,3,,ccbb3b,,10,,,
aHR0cHM6Ly9jYXR0cmFja3MucmlkZXN5c3RlbXMubmV0L1NlY3VyZS9BZG1pbi9SZXBvcnRzL0dURlNEb3dubG9hZC5hc3B4,TL-53,,,Resident Special,,3,,ff0000,,11,,,
aHR0cHM6Ly9jYXR0cmFja3MucmlkZXN5c3RlbXMubmV0L1NlY3VyZS9BZG1pbi9SZXBvcnRzL0dURlNEb3dubG9hZC5hc3B4,TL-46,,,G Route,,3,,00806d,,8,,,
aHR0cHM6Ly9jaXR5b2Zyb3NldmlsbGUudHJpcHNob3QuY29tL3YxL2d0ZnMuemlwP3JlZ2lvbklkPUNBNTU4RERDLUQ3RjItNEI0OC05Q0FDLURFRUExMTM0RjgyMA==,Commuter AM 9,,Com AM 9,Commuter AM 9,,3,,FFA200,,,1,1,
aHR0cHM6Ly9jaXR5b2Zyb3NldmlsbGUudHJpcHNob3QuY29tL3YxL2d0ZnMuemlwP3JlZ2lvbklkPUNBNTU4RERDLUQ3RjItNEI0OC05Q0FDLURFRUExMTM0RjgyMA==,Commuter PM 4,,Com PM 4,Commuter PM 4,,3,,FFA200,,,1,1,
aHR0cHM6Ly9jaXR5b2Zyb3NldmlsbGUudHJpcHNob3QuY29tL3YxL2d0ZnMuemlwP3JlZ2lvbklkPUNBNTU4RERDLUQ3RjItNEI0OC05Q0FDLURFRUExMTM0RjgyMA==,Commuter AM 8,,Com AM 8,Commuter AM 8,,3,,FFA200,,,1,1,
aHR0cHM6Ly9jaXR5b2Zyb3NldmlsbGUudHJpcHNob3QuY29tL3YxL2d0ZnMuemlwP3JlZ2lvbklkPUNBNTU4RERDLUQ3RjItNEI0OC05Q0FDLURFRUExMTM0RjgyMA==,Commuter PM 8,,Com PM 8,Commuter PM 8,,3,,FFA200,,,1,1,
aHR0cHM6Ly9jaXR5b2Zyb3NldmlsbGUudHJpcHNob3QuY29tL3YxL2d0ZnMuemlwP3JlZ2lvbklkPUNBNTU4RERDLUQ3RjItNEI0OC05Q0FDLURFRUExMTM0RjgyMA==,Local Route B,,B,Local Route B,,3,,009CDE,,,1,1,
aHR0cHM6Ly9jaXR5b2Zyb3NldmlsbGUudHJpcHNob3QuY29tL3YxL2d0ZnMuemlwP3JlZ2lvbklkPUNBNTU4RERDLUQ3RjItNEI0OC05Q0FDLURFRUExMTM0RjgyMA==,Commuter AM 6,,Com Am 6,Commuter AM 6,,3,,FFA200,,,1,1,
aHR0cHM6Ly9jaXR5b2Zyb3NldmlsbGUudHJpcHNob3QuY29tL3YxL2d0ZnMuemlwP3JlZ2lvbklkPUNBNTU4RERDLUQ3RjItNEI0OC05Q0FDLURFRUExMTM0RjgyMA==,Commuter AM 11,,Com AM 11,Commuter AM 11,,3,,FFA200,,,1,1,
aHR0cHM6Ly9jaXR5b2Zyb3NldmlsbGUudHJpcHNob3QuY29tL3YxL2d0ZnMuemlwP3JlZ2lvbklkPUNBNTU4RERDLUQ3RjItNEI0OC05Q0FDLURFRUExMTM0RjgyMA==,Commuter PM 1,,Com PM 1,Commuter PM 1,,3,,FFA200,,,1,1,
aHR0cHM6Ly9jaXR5b2Zyb3NldmlsbGUudHJpcHNob3QuY29tL3YxL2d0ZnMuemlwP3JlZ2lvbklkPUNBNTU4RERDLUQ3RjItNEI0OC05Q0FDLURFRUExMTM0RjgyMA==,Local Route M,,M,Local Route M,,3,,4C3081,,,1,1,
aHR0cHM6Ly9jaXR5b2Zyb3NldmlsbGUudHJpcHNob3QuY29tL3YxL2d0ZnMuemlwP3JlZ2lvbklkPUNBNTU4RERDLUQ3RjItNEI0OC05Q0FDLURFRUExMTM0RjgyMA==,Commuter AM 10,,Com AM 10,Commuter AM 10,,3,,FFA200,,,1,1,
aHR0cHM6Ly9jaXR5b2Zyb3NldmlsbGUudHJpcHNob3QuY29tL3YxL2d0ZnMuemlwP3JlZ2lvbklkPUNBNTU4RERDLUQ3RjItNEI0OC05Q0FDLURFRUExMTM0RjgyMA==,Local Route L,,L,Local Route L,,3,,964D37,,,1,1,
aHR0cHM6Ly9jaXR5b2Zyb3NldmlsbGUudHJpcHNob3QuY29tL3YxL2d0ZnMuemlwP3JlZ2lvbklkPUNBNTU4RERDLUQ3RjItNEI0OC05Q0FDLURFRUExMTM0RjgyMA==,Local Route R,,R,Local Route R,,3,,A82B66,,,1,1,
aHR0cHM6Ly9jaXR5b2Zyb3NldmlsbGUudHJpcHNob3QuY29tL3YxL2d0ZnMuemlwP3JlZ2lvbklkPUNBNTU4RERDLUQ3RjItNEI0OC05Q0FDLURFRUExMTM0RjgyMA==,Commuter AM 7,,Com AM 7,Commuter AM 7,,3,,FFA200,,,1,1,
aHR0cHM6Ly9jaXR5b2Zyb3NldmlsbGUudHJpcHNob3QuY29tL3YxL2d0ZnMuemlwP3JlZ2lvbklkPUNBNTU4RERDLUQ3RjItNEI0OC05Q0FDLURFRUExMTM0RjgyMA==,Local Route D,,D,Local Route D,,3,,B19ACA,,,1,1,
aHR0cHM6Ly9jaXR5b2Zyb3NldmlsbGUudHJpcHNob3QuY29tL3YxL2d0ZnMuemlwP3JlZ2lvbklkPUNBNTU4RERDLUQ3RjItNEI0OC05Q0FDLURFRUExMTM0RjgyMA==,Commuter AM 3,,Com AM 3,Commuter AM 3,,3,,FFA200,,,1,1,
aHR0cHM6Ly9jaXR5b2Zyb3NldmlsbGUudHJpcHNob3QuY29tL3YxL2d0ZnMuemlwP3JlZ2lvbklkPUNBNTU4RERDLUQ3RjItNEI0OC05Q0FDLURFRUExMTM0RjgyMA==,Commuter PM 11,,Com PM 11,Commuter PM 11,,3,,FFA200,,,1,1,
aHR0cHM6Ly9jaXR5b2Zyb3NldmlsbGUudHJpcHNob3QuY29tL3YxL2d0ZnMuemlwP3JlZ2lvbklkPUNBNTU4RERDLUQ3RjItNEI0OC05Q0FDLURFRUExMTM0RjgyMA==,Commuter PM 5,,Com PM 5,Commuter PM 5,,3,,FFA200,,,1,1,
aHR0cHM6Ly9jaXR5b2Zyb3NldmlsbGUudHJpcHNob3QuY29tL3YxL2d0ZnMuemlwP3JlZ2lvbklkPUNBNTU4RERDLUQ3RjItNEI0OC05Q0FDLURFRUExMTM0RjgyMA==,Commuter PM 6,,Com PM 6,Commuter PM 6,,3,,FFA200,,,1,1,
aHR0cHM6Ly9jaXR5b2Zyb3NldmlsbGUudHJpcHNob3QuY29tL3YxL2d0ZnMuemlwP3JlZ2lvbklkPUNBNTU4RERDLUQ3RjItNEI0OC05Q0FDLURFRUExMTM0RjgyMA==,Commuter PM 10,,Com PM 10,Commuter PM 10,,3,,FFA200,,,1,1,
aHR0cHM6Ly9jaXR5b2Zyb3NldmlsbGUudHJpcHNob3QuY29tL3YxL2d0ZnMuemlwP3JlZ2lvbklkPUNBNTU4RERDLUQ3RjItNEI0OC05Q0FDLURFRUExMTM0RjgyMA==,Commuter PM 9,,Com PM 9,Commuter PM 9,,3,,FFA200,,,1,1,
aHR0cHM6Ly9jaXR5b2Zyb3NldmlsbGUudHJpcHNob3QuY29tL3YxL2d0ZnMuemlwP3JlZ2lvbklkPUNBNTU4RERDLUQ3RjItNEI0OC05Q0FDLURFRUExMTM0RjgyMA==,401e72fd-7e08-4be5-af91-47e49e332cde,,GDE,Game Day Express,,3,,000000,,,1,1,
aHR0cHM6Ly9jaXR5b2Zyb3NldmlsbGUudHJpcHNob3QuY29tL3YxL2d0ZnMuemlwP3JlZ2lvbklkPUNBNTU4RERDLUQ3RjItNEI0OC05Q0FDLURFRUExMTM0RjgyMA==,Commuter AM 4,,Com Am 4,Commuter AM 4,,3,,FFA200,,,1,1,
aHR0cHM6Ly9jaXR5b2Zyb3NldmlsbGUudHJpcHNob3QuY29tL3YxL2d0ZnMuemlwP3JlZ2lvbklkPUNBNTU4RERDLUQ3RjItNEI0OC05Q0FDLURFRUExMTM0RjgyMA==,Commuter PM 2,,Com PM 2,Commuter PM 2,,3,,FFA200,,,1,1,
aHR0cHM6Ly9jaXR5b2Zyb3NldmlsbGUudHJpcHNob3QuY29tL3YxL2d0ZnMuemlwP3JlZ2lvbklkPUNBNTU4RERDLUQ3RjItNEI0OC05Q0FDLURFRUExMTM0RjgyMA==,Commuter PM 7,,Com PM 7,Commuter PM 7,,3,,FFA200,,,1,1,
aHR0cHM6Ly9jaXR5b2Zyb3NldmlsbGUudHJpcHNob3QuY29tL3YxL2d0ZnMuemlwP3JlZ2lvbklkPUNBNTU4RERDLUQ3RjItNEI0OC05Q0FDLURFRUExMTM0RjgyMA==,Local Route A,,A,Local Route A,,3,,ED8B00,,,1,1,
aHR0cHM6Ly9jaXR5b2Zyb3NldmlsbGUudHJpcHNob3QuY29tL3YxL2d0ZnMuemlwP3JlZ2lvbklkPUNBNTU4RERDLUQ3RjItNEI0OC05Q0FDLURFRUExMTM0RjgyMA==,Local Route S,,S,Local Route S,,3,,C8102E,,,1,1,
aHR0cHM6Ly9jaXR5b2Zyb3NldmlsbGUudHJpcHNob3QuY29tL3YxL2d0ZnMuemlwP3JlZ2lvbklkPUNBNTU4RERDLUQ3RjItNEI0OC05Q0FDLURFRUExMTM0RjgyMA==,Commuter AM 5,,Com AM 5,Commuter AM 5,,3,,FFA200,,,1,1,
aHR0cHM6Ly9jaXR5b2Zyb3NldmlsbGUudHJpcHNob3QuY29tL3YxL2d0ZnMuemlwP3JlZ2lvbklkPUNBNTU4RERDLUQ3RjItNEI0OC05Q0FDLURFRUExMTM0RjgyMA==,Local Route C,,C,Local Route C,,3,,00984D,,,1,1,
aHR0cHM6Ly9jaXR5b2Zyb3NldmlsbGUudHJpcHNob3QuY29tL3YxL2d0ZnMuemlwP3JlZ2lvbklkPUNBNTU4RERDLUQ3RjItNEI0OC05Q0FDLURFRUExMTM0RjgyMA==,Local Route E,,E,Local Route E,,3,,00AAAE,,,1,1,
aHR0cHM6Ly9jaXR5b2Zyb3NldmlsbGUudHJpcHNob3QuY29tL3YxL2d0ZnMuemlwP3JlZ2lvbklkPUNBNTU4RERDLUQ3RjItNEI0OC05Q0FDLURFRUExMTM0RjgyMA==,Commuter AM 2,,Com AM 2,Commuter AM 2,,3,,FFA200,,,1,1,
aHR0cHM6Ly9jaXR5b2Zyb3NldmlsbGUudHJpcHNob3QuY29tL3YxL2d0ZnMuemlwP3JlZ2lvbklkPUNBNTU4RERDLUQ3RjItNEI0OC05Q0FDLURFRUExMTM0RjgyMA==,Commuter Am 1,,Com AM 1,Commuter AM 1,,3,,FFA200,,,1,1,
aHR0cHM6Ly9jaXR5b2Zyb3NldmlsbGUudHJpcHNob3QuY29tL3YxL2d0ZnMuemlwP3JlZ2lvbklkPUNBNTU4RERDLUQ3RjItNEI0OC05Q0FDLURFRUExMTM0RjgyMA==,Local Route F,,F,Local Route F,,3,,F2612F,,,1,1,
aHR0cHM6Ly9jaXR5b2Zyb3NldmlsbGUudHJpcHNob3QuY29tL3YxL2d0ZnMuemlwP3JlZ2lvbklkPUNBNTU4RERDLUQ3RjItNEI0OC05Q0FDLURFRUExMTM0RjgyMA==,Commuter PM 3,,Com PM 3,Commuter PM 3,,3,,FFA200,,,1,1,
aHR0cHM6Ly9jbGVhbmFpcmV4cHJlc3MuY29tL3dwLWNvbnRlbnQvdXBsb2Fkcy9HVEZTLnppcA==,65514,CAE,Santa,Maria / Buellton - Santa Barbara,,3,,0d7215,FFFFFF,,,,
aHR0cHM6Ly9jbGVhbmFpcmV4cHJlc3MuY29tL3dwLWNvbnRlbnQvdXBsb2Fkcy9HVEZTLnppcA==,63257,CAE,Lompoc,- Goleta,,3,,578bc9,FFFFFF,,,,
aHR0cHM6Ly9jbGVhbmFpcmV4cHJlc3MuY29tL3dwLWNvbnRlbnQvdXBsb2Fkcy9HVEZTLnppcA==,63550,CAE,Midday,Connector,,3,,005BAA,FFFFFF,,,,
